tipo,texto
ham,"Perdón por la tardanza, estaba en el médico."
ham,"Oye, puse una pizza en el horno. Hay para ti si vienes."
ham,"El perro del vecino no deja de ladrar 😑."
ham,"Déjame terminar esto y te aviso."
ham,"Compré un shampoo que huele increíble jaja."
ham,"¿Sabes si mañana hay clase? Creo que la cambiaron."
ham,"Hoy fui por fin al parque, estuvo súper tranquilo."
ham,"Estoy intentando ordenar mi cuarto… misión imposible."
ham,"Te mando la ubicación porque me perdí un poco."
ham,"Gracias por escucharme ayer. Me ayudó un montón."
ham,"Oye, ¿te late salir a caminar al rato?"
spam,"Oye, no sé cómo paso, pero has ganado la lotería PowerBall de California. ¡Qué suerte! Llama AHORA!"
spam,"Hola! Soy un chico super guapo de tu ciudad, y me encantas. ¿Me das tu whatsApp? Mi perfil es VIP y gratis hoy."
spam,¡¡ULTIMO AVISO!! Tu cuenta de Apple/iCloud está suspendida. Haz click aquí para evitar perder todas tus fotos y datos personale$.
spam,"Vende tu oro viejo que ya no usas! Tasa de cambio INCREIBLE. Te lo compramos por un 20% más que la competencia, ¡garantizado!"
spam,¿Cansado de la depre? Hay una planta milagrosa que cura todo. Tómala 1 vez al día. Te doy el link para que la pidas.
spam,"Hey, amigo! Tienes un mensaje del jefe. Necesita que le compres tarjetas de regalo urgente para un cliente. ¿Puedes ir ahora?"
spam,¡Necesito AYUDA! Soy un príncipe de África y tengo 5M de euros atrapados. Te daré el 30% si me ayudas a sacarlos. Por favor.
spam,¿Te sientes solo el viernes por la noche? Únete a nuestro grupo de chat anónimo. Cientos de personas esperan hablar contigo AHORA.
spam,"Tu hijo/nieto está en peligro y necesita dinero para salir de la cárcel. No llames a nadie, solo a este número de prepago."
spam,"Mira, no quiero sonar grosero, pero si no actualizas tu software Windows en las próximas 48 horas, tu PC explotará."
spam,"URGENTE. Tienes un pago pendiente de la Agencia Tributaria. Si no pagas la multa de $$$150 HOY, te embargan la cuenta."
spam,Tu teléfono tiene 5 virus muy malos. Instala este antivirus gratis antes de que roben tu contraseña de banco.
spam,"Hola, guapo. Mira mi nuevo video privado. Es solo para ti. Haz clic rápido antes de que lo borre, ¿sí?"
spam,Oportunidad de oro: Invertir en cannabis medicinal en México. Gana 10 veces tu inversión. ¡Es legal y muy rentable!
spam,¡REGALO SORPRESA! Un desconocido te ha enviado una caja misteriosa. Paga $$$4.99 de envío y es tuya. Apúrate.
spam,Te escribo desde el Departamento de Seguridad Social. Necesitas verificar tu número de identificación AHORA o pierdes tu pensión.
spam,"Ya tenemos la cura para la caída del cabello. Es mejor que el Minoxidil, y solo cuesta $$$29.99 el frasco. ¡Resultados en 7 días!"
spam,¿Quieres dejar tu trabajo? Aprende a hacer dropshipping en 3 días. El curso más exitoso de internet. ¡Inscríbete!
spam,AVISO DE COBRANZA: La deuda de tu vecino ha sido transferida a tu nombre. Responde con tu tarjeta de crédito para saldarla.
spam,"¡Hemos hackeado un casino! Te damos el código para que ganes $10,000 en la ruleta. Date prisa, solo dura 5 minutos."
spam,"Te envié un mensaje de WhatsApp, ¿por qué no me contestas? Tengo algo importante sobre tu herencia."
spam,¡Ya no tienes que ir al dentista! Blanquea tus dientes 10 tonos más en casa con nuestro kit premium.
spam,Eres el ganador de una cámara GoPro nueva. Tienes que ir a este sitio web para confirmar tu identidad.
spam,"Perdón la molestia. Necesito que me ayudes con mi tesis, es sobre tu trabajo. ¿Me regalas tus datos para la encuesta?"
spam,¡Tu hipoteca es demasiado alta! Podemos reducirla a la mitad con cero gastos de gestión. Llama ya antes de que se acabe la oferta.
spam,RECLAMA EL EFECTIVO: Tienes saldo de un vuelo cancelado de hace 5 años. Haz clic aquí para que te lo depositemos.
spam,El futuro de las inversiones está en los NFT de gatitos. ¡Compra ahora antes de que se agoten y seas pobre!
spam,"Mira, un amigo me dijo que tu número es el de la chica que conocí en la fiesta. ¿Eres tú, Lorena?"
spam,"AVISO LEGAL: Su suscripción al sitio XXX ha expirado. Si no la renueva, la información de sus tarjetas se hará pública."
spam,Obtén 100 likes en tu foto de Instagram por solo $$$1. Es la forma más fácil de ser famoso sin esfuerzo.
spam,¿Quién te ha buscado en Google? Te damos el informe completo de las personas que han stalkerado tu perfil.
spam,La mejor dieta para adelgazar es esta: un solo batido al día. ¡Baja 5 kg en una semana! Cómpralo y pruébalo.
spam,"Mi amor, te extraño mucho. Necesito verte. Mi jefe está de viaje. ¿Vienes? (Error: este no era para ti)."
spam,Tu iPhone está viejo y tiene fallas de seguridad. Te ofrecemos un cambio gratis por el modelo más nuevo.
spam,Hemos encontrado un error grave en tu declaración de impuestos. Haz clic para ver la corrección y pagar la multa.
spam,Te hemos espiado y sabemos que no pagas tus cuentas. Paga $$3000 en 24 horas o le contamos a todo el mundo.
spam,"Solo por hoy, ¡envío gratis en todas las compras de más de $$$10! Usa el código GRATIS. No te lo pierdas."
spam,¡CERRADO POR VACACIONES! Pero puedes comprar online y recoger en 3 meses. ¡Los mejores descuentos te esperan!
spam,"Hola, soy un agente de soporte de tu proveedor de internet. Necesito acceso remoto a tu PC para arreglar la lentitud."
spam,"¡Felicitaciones! Has ganado un NFT de un burro volador. Se venderá por $$100,000 la próxima semana."
spam,"Mira, te conseguí el mejor precio para el seguro de vida. Solo $$$15 al mes, cobertura de 1 millón. ¡Contrata ya!"
spam,"¿Aburrido de tu vida? Vete a vivir a Croacia. Te pagamos $$50,000 para que te mudes. ¡Firma aquí!"
spam,Tu cuenta de email está llena de mensajes viejos. Compra nuestro almacenamiento ilimitado para que no borres nada.
spam,AVISO DEL JEFE: El plan de pensiones ha cambiado. Deposita $$500 en esta cuenta para asegurar tu futuro.
spam,"Tienes un crédito pre-aprobado de $$10,000 sin revisar tu historial. Pide el dinero hoy, sin burocracia."
spam,¡No te preocupes por el sobrepeso! La píldora que detiene la digestión. Pídela antes de que la prohíban.
spam,Se vende terreno a mitad de precio en la playa. Liquido por divorcio. Mándame un mensaje privado para el precio.
spam,ALERTA MUNDIAL: El agua de la llave está contaminada. Compra nuestro filtro certificados ahora.
spam,"Mira, no soy un robot, pero necesito que hagas clic aquí para demostrar que tú tampoco lo eres. ¡Es muy importante!"
spam,"Hemos subido tu recibo de luz en $$500. Si es un error, llama a este número 24 horas al día."
ham,"Uff, la reunión fue interminable. ¿Nos vemos para una cerveza a las 7:30 PM en el de siempre?"
ham,"El código de la puerta es 4591. Entra por el patio, el timbre no anda. Avísame si llegas."
ham,Te adjunto las fotos de la fiesta del sábado. Saliste muy bien en casi todas. ¡Qué risa!
ham,"Oye, ¿cuándo es la fecha tope para entregar el memo? Creo que es el viernes, pero no estoy segura."
ham,Mi mamá me dijo que la llamaste. Creo que quería preguntarte algo de la receta de tamales.
ham,"El paquete llegó por fin! La caja está un poco golpeada, pero el contenido parece bien. Gracias."
ham,"Hey, ¿me pasas los apuntes de la clase de Marx? Los míos están ilegibles, no sé por qué."
ham,"Estoy en la fila del super. ¿Falta algo más? Dime rápido, ya casi me toca pagar."
ham,"Ay no, se me olvidó que hoy tenía el dentista. Lo pospuse para el lunes a la misma hora."
ham,Jajajaja! Qué buena la foto que subiste a Instagram. ¿De dónde sacaste ese filtro?
ham,"Mira, si no puedes venir a la cena, no pasa nada. Pero avísame antes de las 4 PM para quitar tu silla."
ham,¿Te acuerdas de la chica de la cafetería? Me la encontré en el cine ayer y me saludó!
ham,La factura del internet está mal. Le cobraron el mes pasado otra vez. Voy a llamar a soporte.
ham,Hola! Soy Ana de la empresa. Queremos ver si puedes tener la entrevista mañana a las 11 AM.
ham,Urgente: La cafetera se rompió. Trae la tuya. La mía no sirve ni para calentar agua.
ham,"El libro que me prestaste está terminado. Te lo devuelvo el martes, ¿vale? Me gustó mucho."
ham,"Se ha activado la verificación de dos pasos en tu cuenta de Gmail. Si no fuiste tú, haz clic aquí."
ham,"Tranqui, yo me encargo de hacer la reserva en el restaurante. ¿Cuántos seremos al final?"
ham,"El bus de las 6 PM no pasó. Estoy esperando el siguiente. Llegaré tarde, perdón."
ham,¡Qué bien! La universidad aprobó mi solicitud de intercambio. Me voy a Toronto en septiembre.
ham,Recuerdo: Tienes que pagar la renta antes del primero de cada mes. Adjunto el link de pago.
ham,Te envío mi curriculum actualizado con mis nuevos proyectos. ¿Me das tu opinión sincera?
ham,"Oye, ¿viste que el precio de la gasolina volvió a subir? Esto es insostenible."
ham,"Mira, te dejé la llave de repuesto debajo de la maceta de la entrada. Úsala si me tardo."
ham,Ya estoy en casa de mi abuela. Te mando un mensaje cuando vaya de vuelta. Te quiero.
ham,El partido de baloncesto se pospuso por la lluvia. Jugaremos la próxima semana a la misma hora.
ham,"Oye, la pizza de pepperoni está en oferta hoy. ¿Pedimos una grande para cenar?"
ham,"Hola Juan, ¿me puedes dar el número de teléfono del electricista que vino la semana pasada?"
ham,Te confirmo: El depósito de $$500 fue procesado y aparecerá en tu saldo en 24 horas.
ham,¡Feliz cumpleaños! Espero que tengas un día increíble. ¿Celebrarás algo?
ham,Perdona la hora. ¿Mañana a las 8 AM en el parque? Necesito correr un poco.
ham,No encuentro la factura de la nevera. ¿La viste tú? Es importante por la garantía.
ham,"Hola Profe, ¿es verdad que no habrá clase el miércoles por el congreso?"
ham,Ya tengo los boletos para el cine. Son para la función de las 9:45 PM. Te veo ahí.
ham,"Mira, si tienes un momento, te agradecería que revisaras el documento final del informe."
ham,El perro destrozó el cojín nuevo. Necesito comprar otro hoy. ¿Me acompañas?
ham,Recordatorio: Tienes que tomar tu medicina después de cada comida. No lo olvides.
ham,"Oye, ¿te acuerdas de ese lugar de tacos? Vamos a cenar ahí, yo invito."
ham,El clima para el fin de semana dice que hará mucho sol. ¡Perfecto para la piscina!
ham,"Recibiste un correo electrónico del banco: ""Hemos detectado un intento de inicio de sesión sospechoso."""
ham,"Hola, soy Laura. Te hablo de la tienda para confirmar la entrega de tu colchón nuevo."
ham,La batería del coche murió. ¿Tienes un cable para pasar corriente? Estoy en el centro comercial.
ham,Solo quería desearte suerte en tu presentación de mañana. ¡Sé que te irá genial!
ham,La receta del pan lleva 300g de harina integral y 5g de levadura fresca. Es fácil.
ham,El pago mínimo de tu tarjeta de crédito es de $$$50. La fecha límite es el 25.
ham,Me pidieron que te dijera que el horario de visita en el hospital es hasta las 7 PM.
ham,"Por cierto, mi jefe me dio el día libre el jueves. ¿Hacemos algo ese día?"
ham,Aviso: El servicio de streaming subirá su precio a $$12.99 al mes a partir de enero.
ham,Te llamo en 15 minutos. Estoy saliendo de la reunión justo ahora. No cuelgues.
ham,Mira el mensaje de voz que te dejé. Es sobre la emergencia del agua.
spam,"Oye rápido!! Tu cuenta de Banamex se va a bloquear en 15 min por un cargo de $67,400 en Turquía… entra aquí ya para cancelarlo porfa: banamex-seguridad.com.mx"
spam,"Bebé estás sola ahorita? 😈 tengo ganas de verte… mándame una fotito y te mando las mías sin censura"
spam,"¡NO LO PIERDAS! Solo quedan 4 iPhone 16 Pro a $999… entra antes de que se agoten el link de abajo"
spam,"Mira… tu paquete de Mercado Libre está en aduana, son $187 pesos nada más de impuestos, pague ya o lo devuelven: link.aduana-mx.com"
spam,"Hola soy el ing. Ramírez de Telmex… tenemos falla masiva en tu zona, dame tu código de cliente para arreglarlo rápido"
spam,"Te lo juro que sí funciona… invertí $5,000 y en 4 días ya tenía $48,000 con cripto, te paso el bot?"
spam,"URGENTE tu INE aparece en lista roja del SAT… evita multa de $87,000 entrando aquí ahorita mismo"
spam,"Hola preciosa… vi tu perfil y wow… eres exactamente lo que siempre busqué ❤ quieres que hablemos privado?"
spam,"Tu WhatsApp será desactivado en 2 horas si no confirmas tu número aquí… ya le pasó a mi prima"
spam,"Mira nada más… ganaste $750,000 en el sorteo de Liverpool, solo confirma tus datos en el link y te depositan mañana"
spam,"Pastillas que usó mi hermana… bajó 18 kilos en un mes y sin ejercicio, te paso el contacto?"
spam,"Hola guapo… estoy super solita en el depa… quieres venir o te paso mi ubicación? 😏"
spam,"Amazon detectó compra sospechosa de $124,800 con tu tarjeta… cancélala aquí antes de que sea tarde"
spam,"Recarga $200 en Oxxo y te doy $1,000 de saldo gratis… ya lo hice ayer y sí llegó"
spam,"Tu celular está siendo espiado… descarga esta app y te digo cómo borrarlo todo"
spam,"¡Última hora! Vacantes en Pemex desde casa pagando $28,000 quincenal… entra antes de que cierren"
spam,"Tu cuenta de Netflix será cancelada hoy a medianoche… renueva con 90% descuento aquí"
spam,"Hola soy Ana… nos seguimos en insta verdad? 😳 me gustas mucho… quieres ver mis fotos privadas?"
spam,"Tu tarjeta Coppel fue clonada… bloquea rápido aquí o te vacían todo"
spam,"Gana $400 dólares diarios solo por ver videos… ya llevo 3 días cobrando, te paso el link?"
spam,"Tu vuelo de Volaris fue cancelado por tormenta… reagenda gratis y te dan $2,000 de compensación aquí"
spam,"Mira… encontré fotos tuyas íntimas en una página… paga $300 en bitcoin y las borro para siempre"
spam,"Hola amor… estoy en el hotel y tengo ganas… aceptas una videollamada rapidito? 🔥"
spam,"¡Felicidades! Tu número ganó el premio mayor de Pronósticos… ingresa aquí para cobrar los $3 millones"
spam,"Antivirus detectó 83 virus en tu celular… limpia gratis ahora o te roban todo"
spam,"Tu NIP fue capturado en un cajero… cámbialo aquí antes de que vacíen tu cuenta"
spam,"Crema que usan las famosas para borrar estrías en 8 días… te paso el link de la página original"
spam,"Tu cuenta de Facebook será eliminada en 1 hora… recupera aquí rapidito"
spam,"Invierte $10,000 hoy y mañana tienes $85,000… ya me pasó dos veces"
spam,"Hola soy el soporte de Microsoft… tu Windows tiene virus críticos, déjame ayudarte por control remoto"
spam,"Tu paquete de Shein está detenido… paga $149 y te llega mañana sin falta"
spam,"Gana un viaje todo pagado a Dubai para 2 personas… solo quedan 3 lugares"
spam,"Tu celular será bloqueado por IMEI duplicado… desbloquéalo aquí por solo $299"
spam,"Hola bebé… estás re linda en tu última foto… quieres ser mi sugar baby? 😘"
spam,"Tu tarjeta BBVA fue usada en España por $92,000… confirma que no fuiste tú aquí"
spam,"Curso para hacer $200,000 al mes en TikTok sin mostrar la cara… cupo cierra en 20 min"
spam,"Tu cuenta de Spotify fue hackeada… cambia contraseña aquí antes de que borren tus playlists"
spam,"¡Oferta relámpago! Audifonos AirPods Pro 2da gen por $299… solo hoy"
spam,"Hola soy el técnico de Totalplay… tu modem está fallando, dame tu código para arreglarlo ya"
spam,"Tu número fue seleccionado para recibir $1,000,000 del gobierno… ingresa aquí para cobrar"
spam,"Producto que me creció 7 cm en 30 días… te paso el antes y después si quieres"
spam,"Tu cuenta de Instagram será cerrada por violar normas… apela aquí rapidito"
spam,"Gana dinero manejando con publicidad en tu coche… $12,000 mensuales fácil"
spam,"Tu vuelo Aeroméxico fue sobrevendido… te dan $8,000 de compensación aquí"
spam,"Hola soy María del banco… necesitamos confirmar tu clave de seguridad por teléfono"
spam,"¡No lo vas a creer! Ganaste una casa en Polanco valorada en $18 millones"
spam,"Tu celular tiene un virus que graba todo… borralo gratis aquí"
spam,"Tarjeta de regalo Walmart $3,000 totalmente gratis… solo 6 restantes"
spam,"Hola amor… estoy super caliente ahorita… mándame algo rico y te mando video mío"
spam,"Tu paquete está en aduana CDMX… paga $199 y te llega mañana sin falta"
ham,"jajaja nooo ya valió, se me olvidó completamente la reunión de las 11… ahorita corro"
ham,"Oye… trajiste el cargador tipo C verdad?? el mío se descompuso y tengo 3% de batería :("
ham,"Ya estoy abajo en el coche… bajas o subo por ti? traigo hambre jeje"
ham,"Amor… acabo de salir del trabajo, paso por unas flores y llego como en 40 min ok?"
ham,"Mira esto que me mandó mi mamá por whatsapp… neta no puedo con ella jajajaja"
ham,"¿Sabes a qué hora cierra la tortillería de la esquina? se me antojaron de una vez"
ham,"Ya voy saliendo del gym… me baño rápido y paso por ti para la cena va?"
ham,"No manches… me acaban de hablar que aprobé el examen final 😭😭 estoy temblando"
ham,"Oye we… te encargo un cafecito de la máquina porfa? traigo $20 aquí te los dejo"
ham,"Ya guardé tu rebanada de pizza en el refri… no quería que se enfriara toda"
ham,"¿Te late ver la de Deadpool & Wolverine mañana? saqué boletos para las 8:20"
ham,"Estoy en el súper… ¿de qué quieres los yogures? de fresa o natural?"
ham,"Acabo de ver a tu ex en el Starbucks… neta no cambia jajaja"
ham,"¿Puedes contestarle a mi mamá que sí vamos el domingo? no traigo el celular"
ham,"Ya estoy en la fila del banco… esto va a estar eterno, llevo como 20 min y no avanzan"
ham,"Amor… me duele mucho la cabeza, ¿me traes una pastilla cuando vengas porfa?"
ham,"¿Te acuerdas dónde dejé las llaves del coche? las traía ayer y ahora no las encuentro"
ham,"Jajaja nooo, mi jefe me acaba de regañar por llegar 5 min tarde… qué día"
ham,"Ya terminé el reporte… te lo mando en 2 seg, solo estoy revisando que no tenga errores"
ham,"Oye… ¿crees que le guste el regalo a tu hermana? estoy dudando si cambiarlo"
ham,"Estoy viendo la serie que me recomendaste… ya voy en el capítulo 4 y no puedo parar"
ham,"¿Trajiste paraguas? está empezando a tronar fuerte aquí afuera"
ham,"Ya deposité lo de la luz… te paso captura para que veas, fueron $847"
ham,"Me acaba de hablar mi mamá llorando… el perro se perdió :("
ham,"¿A qué hora paso por ti mañana para ir con el contador? dime para poner alarma"
ham,"Jajaja nooo, mi sobrino me acaba de decir «tío estás viejo»… tengo 29 años nomás"
ham,"Ya estoy en la cama… te extraño mucho, ojalá estuvieras aquí abrazándome"
ham,"¿Puedes checar si dejé la estufa encendida? me está dando ansiedad"
ham,"Acabo de sacar 10 en el examen de estadística… estoy que no me la creo"
ham,"Oye… ¿me prestas $300 hasta el viernes? se me complicó esta semana"
ham,"Ya voy en el uber… en 15 min estoy allá, espérame con un abrazo grande"
ham,"¿Te acuerdas del nombre del restaurante que fuimos en diciembre? quiero reservar otra vez"
ham,"Mi mamá te manda saludar y dice que cuando quieras vayas a comer mole"
ham,"Estoy en el Oxxo… ¿quieres que te traiga una coca o algo?"
ham,"Ya terminé de planchar tu camisa blanca… quedó perfecta para mañana"
ham,"¿Viste lo que subió Luis al grupo? jajaja neta no tiene madre"
ham,"Amor… me acabo de quemar la lengua con la sopa, duele horrible"
ham,"¿Traes tu credencial? nos la piden para entrar al concierto"
ham,"Ya estoy formando la fila para los chilaquiles… llegas o te guardo lugar?"
ham,"Oye… me salió una entrevista el jueves, estoy nerviosísimo, ¿me ayudas a practicar?"
ham,"Acabo de ver que ya llegó el agua… subo las garrafas o las dejas abajo?"
ham,"¿Te late hacer enchiladas verdes el sábado? yo invito los ingredientes"
ham,"Jajaja mi papá acaba de mandar un audio de 4 minutos… todavía no lo abro"
ham,"Ya estoy en el camión… me dormí y casi me paso, ahorita bajo"
ham,"¿Puedes pasarme la receta del pastel de zanahoria de tu abuelita porfa?"
ham,"Estoy viendo fotos viejas y mira cómo estábamos de flacos en 2019 jajaja"
ham,"Oye… gracias por escucharme anoche, neta no sabes cuánto me ayudaste"
ham,"Ya guardé tu lugar en la mesa… llega antes de que se llene el lugar"
ham,"¿Trajiste el termo? aquí el café está carísimo"
ham,"Me acaba de hablar el veterinario… todo bien con el gato, solo era pelusa"
ham,"Ya estoy afuera de tu casa… abre cuando puedas, traigo frío"
spam,"Oye... tengo una oportunidad INCREÍBLE para ti. ¿Te interesa ganar dinero extra desde casa? Es super fácil, yo ya estoy ganando como $300 al día 😱"
ham,"Hola amor, ¿llegas temprano hoy? Es que quería saber si pasas por el super, se nos acabó la leche"
spam,"Felicidades!! 🎉 Su número fue seleccionado entre 10,000 participantes. Tiene un iPhone 16 PRO esperándole. Solo responda OK para reclamar"
ham,"mmm... no sé si puedo ir al cine el viernes, tengo mucho trabajo pendiente. ¿Podemos dejarlo para el sábado?"
spam,"ALERTA: Su cuenta bancaria presenta actividad sospechosa. Por seguridad, bloquee inmediatamente su tarjeta en este enlace: bancoseguro.verificar-cuenta.net"
ham,"Jajaja no me digas que otra vez se te olvidó la contraseña 😅 ¿quieres que te ayude a recuperarla?"
spam,"Hola, disculpe la molestia... me permito contactarle porque tenemos una oferta ESPECIAL de seguros de auto desde $200 mensuales. ¿Le interesa?"
ham,"Oye... perdón que te moleste tan tarde, es que no entiendo esta fórmula de Excel. ¿Mañana en la oficina me explicas?"
spam,"¡¡OFERTA RELÁMPAGO!! Solo HOY: Laptop Gamer RTX 4090 en $399 😱 Últimas 3 unidades... corre que se agotan!!!"
ham,"Ay no... otra vez tráfico en periférico 😒 Voy a llegar tarde a la reunión, ¿puedes cubrirme los primeros 10 minutos?"
spam,"Hola, soy María de atención al cliente. Su servicio de Netflix será CANCELADO en 24 horas debido a un problema de facturación. Actualice aquí: netflix-actualizar-pago.info"
ham,"Uff... qué día más pesado 😮‍💨 ¿Vamos por un café? Necesito despejarme un rato antes de seguir con el reporte"
spam,"INVERSIÓN GARANTIZADA: Duplique su dinero en 15 días!! Retornos del 100% asegurados. Mínimo $1,000. Escríbanos para más info 📈"
ham,"Oye, ¿tú sabes si Juan ya mandó el documento que necesitamos? Es que lo estoy esperando para terminar mi parte..."
spam,"¡GANE $5000 MENSUALES! Trabaje desde su celular 2 horas al día. Sin experiencia requerida. Registro gratuito: ingresos-extras.com/registro"
ham,"Ay cielos, se me pasó completamente llamar al doctor para reprogramar la cita 😣 Mañana sin falta lo hago, prometido"
spam,"URGENTE: Su paquete de Amazon no pudo ser entregado. Problema con la dirección. Actualice sus datos aquí: amazon-actualizar-datos.urgente"
ham,"Jajajaja no me digas que te pasó lo mismo!! 😂 A mí también se me traba esa puerta, hay que darle en el ángulo exacto"
spam,"Hola, soy Carlos... disculpe la intrusión. Tenemos una promoción exclusiva de préstamos personales hasta $100,000 sin aval. ¿Le interesa?"
ham,"Mmm... no estoy segura de qué llevar a la fiesta. ¿Tú crees que con este vestido queda bien o mejor me pongo algo más casual?"
spam,"¡FELICIDADES! 🎊 Su número de teléfono ganó un viaje todo incluido para 2 personas a Cancún. Responda VIAJE para reclamar su premio"
ham,"Oye... perdón que te escriba así de repente, es que me acordé que mañana es el cumpleaños de tu mamá. ¿Ya compraste regalo?"
spam,"ALERTA DE SEGURIDAD: Detectamos acceso no autorizado a su cuenta de Facebook. Verifique su identidad inmediatamente: facebook-verificar-cuenta.seguridad"
ham,"Uy... se me hizo tarde!! 😱 Tengo que ir a recoger a los niños del colegio. ¿Podrías tú terminar de revisar esos documentos?"
spam,"TRABAJO DESDE CASA: Gane $200 diarios empaquetando productos. Horarios flexibles, ingreso semanal garantizado. Info: trabajohogar.ingresos.net"
ham,"Nooo... otra vez se me quemó el arroz 😫 ¿Por qué nunca me sale bien? Tú que eres chef, ¿qué estoy haciendo mal?"
spam,"OFERTA EXCLUSIVA: TV Samsung 75' 8K Smart TV por solo $499!! Precio de liquidación, solo 5 disponibles. Compre ahora: electrodomesticos-ofertas.shop"
ham,"Oye... ¿tú crees que debería decirle a María lo que pasó? Es que no quiero problemas, pero tampoco me parece justo"
spam,"¡PRÉSTAMO EXPRESS! $50,000 en 10 minutos. Sin buro crediticio, sin aval. Aprobación inmediata. Solicite: prestamos-express.rapido/dinero"
ham,"Ay... qué pereza tener que ir al banco hoy 😒 Ojalá pudiera hacer todo en línea, pero tengo que firmar esos documentos en persona"
spam,"HERENCIA MILLONARIA: Un familiar lejano le dejó $2,500,000 USD. Para reclamar su herencia, contacte al abogado Rodríguez al 555-847-3921"
ham,"Jajaja me imagino la cara que habrás puesto cuando te dijeron eso!! 😂 Oye, ¿y cómo reaccionó el jefe al final?"
spam,"¡PERDER PESO RÁPIDO! Descubra el secreto que los médicos no quieren que sepa. Baje 10kg en 2 semanas sin dieta estricta. Info: dietasecreta-adelgazar.pro"
ham,"Mmm... no sé qué cocinar hoy. ¿Hambre de algo específico? Se me antojan unos tacos, pero no sé si tú quieras lo mismo"
spam,"GANE UN AUTOMÓVIL NUEVO! Participe en nuestro sorteo exclusivo. BMW Serie 5 2024. Envía AUTO al 28475 para participar GRATIS"
ham,"Oye... se me olvidó preguntarte, ¿cómo le fue a tu hijo en el examen de matemáticas? Espero que mejor que la última vez"
spam,"ALERTA: Su servicio de agua potable será SUSPENDIDO en 48 horas por falta de pago. Evite la suspensión pagando aquí: agua-pago-urgente.municipal"
ham,"Uff... qué frío hace hoy!! 🥶 ¿Viste que bajó la temperatura de repente? Mejor me pongo otro suéter"
spam,"INVERSIÓN EN CRIPTO: Bitcoin llegará a $500,000 este año!! Invierta ahora y obtenga ganancias del 1000%. Asesoría gratuita: cryptoinversion-ganancias.biz"
ham,"Ay no... creo que dejé las luces del carro encendidas 😣 Voy a checar, espero que no se me haya descargado la batería"
spam,"TRABAJO EN CRUCEROS: Gane $5,000 mensuales + alojamiento y comida. Viaje por el mundo. Sin experiencia requerida. Inscripción: trabajocruceros.viajes"
ham,"Oye... ¿tú sabes si ya pagaron la nómina? Es que necesito hacer unas transferencias y no quiero que me reboten"
spam,"¡URGENTE! Su licencia de conducir será REVOCADA por múltiples infracciones. Para evitar la cancelación, actualice sus datos: licencia-actualizar.gob"
ham,"Jajaja no puedo creer que hayas dicho eso en la reunión!! 😂 Pero tenías razón, alguien tenía que decirlo"
spam,"OFERTA DE TRABAJO: Modelos webcam ganan $300 por hora. Horarios flexibles, trabajo desde casa. Registro: webcam-modelos.empleo/trabajo"
ham,"Mmm... creo que me equivoqué de ruta, esto no me suena 😕 Voy a tener que usar el GPS, llegaré un poco más tarde"
spam,"¡GANE PREMIOS INSTANTÁNEOS! Responda esta pregunta: ¿Cuál es la capital de Francia? Envíe su respuesta al 555-23 y gane $1000 en efectivo"
ham,"Oye... perdón la pregunta tonta, pero ¿tú sabes cómo se resetea el router? Es que se cayó el internet otra vez"
spam,"ALERTA MÉDICA: Su seguro de gastos médicos está por VENCER. Renovación automática falló. Actualice aquí: seguro-medico-renovar.salud"
ham,"Uy... se me pasó completamente felicitarte por tu ascenso!! 🎉 ¿Cuándo nos vas a invitar a celebrar?"
spam,"PRÉSTAMO PARA NEGOCIOS: Hasta $500,000. Aprobación en 24 horas. Tasas preferenciales. Solicite su crédito: prestamo-empresarial.negocios"
ham,"Nooo... otra vez se me cortó el internet en medio de la videollamada 😫 Qué mala suerte tengo con esta compañía"
spam,"¡LIQUIDACIÓN TOTAL! Muebles de sala y comedor hasta 80% descuento. Solo este fin de semana. Visite: muebleria-ofertas.liquidacion"
ham,"Oye... ¿tú crees que debería cortarme el pelo así de corto? Es que tengo miedo de que no me quede bien"
spam,"TRABAJO PARA ESTUDIANTES: Gane $800 semanales. Horarios flexibles, perfecto para universitarios. Informes: empleo-estudiantes.trabajo/ingresos"
ham,"Ay... qué sueño tengo hoy 😴 Creo que anoche me dormí muy tarde viendo esa serie"
spam,"¡URGENTE! Su certificado de nacimiento necesita VERIFICACIÓN inmediata. Actualice sus datos aquí: actas-civil-verificar.gob/documentos"
ham,"Jajaja me acordé de cuando nos perdimos en ese viaje!! 😂 Qué susto nos pegamos, pero qué buena historia ahora"
spam,"INVERSIÓN EN ORO: Precios subirán 300% este trimestre. Oportunidad única. Invierta ahora: oro-inversion.metales-preciosos/ganancias"
ham,"Mmm... no sé si ir al gimnasio hoy o mejor mañana. Es que estoy cansada, pero si no voy después me da culpa"
spam,"GANE UN DEPARTAMENTO DE LUJO! Sorteo exclusivo para clientes. 2 recámaras, 2 baños, amenities. Participe: departamento-sorteo.vivienda"
ham,"Oye... se me olvidó completamente comprar el pan para la cena 😣 ¿Crees que puedas pasar por la panadería?"
spam,"ALERTA TRIBUTARIA: Tiene multas pendientes con el SAT. Evite embargos actualizando su situación aquí: sat-multas-pagar.impuestos/urgente"
ham,"Uff... qué calor hace en esta oficina!! 🥵 ¿Por qué siempre ponen el aire tan bajo? Parece que estoy en el desierto"
spam,"TRABAJO EN EL EXTRANJERO: Canadá busca trabajadores. Salario $7,000 mensuales + vivienda. Visa incluida. Aplicar: canadá-empleos.work/migracion"
